Rank_QS,Previous_Rank,Name,Region,Size,Focus,Research,Status,Academic Reputation  RANK,Employer_Reputation_Score,Employer_Reputation_Rank,Faculty_Student_Ratio_Rank,Citations_per_Faculty_Score,Citations_per_Faculty_Rank,International Faculty  SCORE,International Faculty  RANK,International_Student_Score,International student  RANK,International_Students_Diversity_Score,International_Students_Diversity_Rank,International_Research_Network_Score,International_Research_Network_Rank,Employment_Outcomes_Score,Employment_Outcomes_Rank,Sustainability_Score,Sustainability_Rank,QS_Overall_Score,Rank_THE,Student_Population,Students_to_Staff_Ratio,International_Students,Female_to_Male_Ratio,THE_Overall_Score,Teaching,Research_Environment,Research_Quality,Industry_Impact,International_Outlook,Year,Country,QS_Rank_Normalized,THE_Rank_Normalized,Global_Ranking_Score,Research_Impact_Score,Faculty_to_Student_Ratio,International_Student_Percentage,Academic_Reputation_Score,Research_Productivity_Index
362,354,University of Pretoria,Africa,XL,FC,VH,Public,381,55.1,221,801,31.2,574,57.2,404,17.4,776.0,23.5,713.0,97.6,26.0,84.8,138,80.1,168.0,40.9,588.0,34827.0,18.4,0.07,2.57,44.18,32.3,34.7,57.5,61.1,65.2,2026.0,South Africa,362.0,588.0,42.54,55.25,6.2,7.0,32.3,46.1
362,358,University of Tartu,Europe,M,FC,VH,Public,437,23.7,567,79,19.1,728,62.1,374,20.8,712.0,26.9,654.0,89.0,186.0,89.2,112,64.2,417.0,40.9,353.0,9766.0,8.9,0.13,2.86,51.56,34.5,31.4,84.0,65.1,59.7,2026.0,Estonia,362.0,353.0,46.23,55.88,94.6,13.0,28.6,57.7
362,336,University of the Philippines,Asia,XL,FC,HI,Public,220,71.1,143,467,3.2,801,2.4,801,1.2,801.0,5.7,801.0,66.4,600.0,80.8,155,68.9,331.0,40.9,1376.0,54405.0,10.7,0.0,2.4,29.02,27.4,17.9,39.0,28.9,38.6,2026.0,Philippines,362.0,1376.0,34.96,31.62,42.7,0.0,50.6,28.45
366,375,University of Turku,Europe,L,FC,VH,Public,334,20.2,651,279,39.6,476,46.2,462,8.9,801.0,14.7,801.0,89.2,184.0,46.1,378,74.4,250.0,40.6,344.0,13966.0,15.4,0.07,2.69,52.02,34.2,35.6,83.4,66.0,52.6,2026.0,Finland,366.0,344.0,46.31,61.95,63.2,7.0,36.3,59.5
367,316,RUDN University,Europe,XL,FC,VH,Public,443,61.2,189,84,3.9,801,10.9,801,95.3,123.0,95.6,105.0,88.3,199.0,14.3,801,58.9,521.0,40.5,825.0,27303.0,17.8,0.34,2.49,38.51,39.9,27.8,40.2,36.6,68.7,2026.0,Russian Federation,367.0,825.0,39.5,40.05,94.0,34.0,28.4,34.0
371,377,Pontificia Universidad Javeriana,Americas,L,FC,HI,Private not for Profit,173,61.8,185,535,2.7,801,3.8,801,3.7,801.0,8.5,801.0,38.7,801.0,83.1,144,58.6,530.0,40.3,1722.0,29088.0,14.2,0.01,2.36,23.74,21.1,13.0,31.8,24.4,43.0,2026.0,Colombia,371.0,1722.0,32.02,21.55,37.8,1.0,60.5,22.4
374,416,Oxford Brookes University,Europe,L,CO,HI,Public,309,62.3,178,801,12.4,801,80.8,291,89.8,168.0,90.7,143.0,61.8,666.0,26.0,624,59.8,506.0,40.0,819.0,13930.0,13.6,0.3,2.36,38.64,26.9,23.1,53.9,30.6,88.1,2026.0,United Kingdom,374.0,819.0,39.32,37.8,14.8,30.0,38.7,38.5
378,340,University of Saskatchewan,Americas,L,FC,VH,Public,701,10.2,701,801,71.9,201,82.4,276,65.4,305.0,68.7,280.0,77.3,397.0,44.3,396,83.6,131.0,39.6,397.0,18283.0,19.2,0.22,2.32,49.96,39.5,34.0,63.0,96.1,76.0,2026.0,Canada,378.0,397.0,44.78,61.55,21.1,22.0,16.0,48.5
381,355,University of Luxembourg,Europe,M,FO,VH,Public,701,8.2,701,118,39.5,479,100.0,19,100.0,33.0,100.0,21.0,68.1,566.0,58.8,277,42.4,801.0,39.4,265.0,5718.0,20.0,0.52,2.24,55.8,39.9,39.3,75.1,79.8,92.1,2026.0,Luxembourg,381.0,265.0,47.6,55.5,87.2,52.0,13.2,57.2
385,342,Brunel University of London,Europe,L,CO,VH,Public,694,25.2,536,801,51.8,364,99.5,114,100.0,32.0,100.0,20.0,76.7,410.0,28.8,578,80.4,163.0,39.1,414.0,15410.0,18.0,0.53,1.87,49.29,24.0,26.6,81.8,64.9,98.1,2026.0,United Kingdom,385.0,414.0,44.2,59.22,12.2,53.0,17.6,54.2
387,336,Flinders University,Oceania,L,FC,VH,Public,629,9.7,701,801,64.3,252,97.9,144,97.3,99.0,97.4,87.0,77.3,400.0,15.5,801,81.6,154.0,39.0,320.0,16021.0,29.9,0.4,2.65,53.17,27.9,36.9,82.9,68.7,88.3,2026.0,Australia,387.0,320.0,46.08,65.35,11.3,40.0,19.6,59.9
390,393,National and Kapodistrian University of Athens,Europe,XL,FC,VH,Public,344,38.9,354,801,45.1,412,12.7,801,27.2,624.0,32.7,581.0,79.7,358.0,88.9,115,64.3,415.0,38.4,502.0,66736.0,34.1,0.12,2.53,46.25,24.4,26.8,78.0,92.5,55.7,2026.0,Greece,390.0,502.0,42.32,57.4,3.0,12.0,34.9,52.4
391,501,Abu Dhabi University,Asia,S,FO,VH,Private for Profit,518,49.8,256,755,35.9,518,100.0,5,99.9,44.0,99.9,32.0,34.5,801.0,10.1,801,49.6,711.0,38.3,233.0,2344.0,10.7,0.6,2.12,57.17,38.0,33.9,92.0,29.5,98.0,2026.0,United Arab Emirates,391.0,233.0,47.74,49.08,23.9,60.0,24.6,62.95
395,423,Aston University,Europe,L,CO,VH,Public,673,27.1,506,801,56.7,309,97.9,142,63.4,317.0,67.0,290.0,81.8,317.0,28.3,587,67.6,355.0,38.1,427.0,15710.0,20.9,0.35,2.0,48.84,21.7,26.2,83.6,64.6,95.7,2026.0,United Kingdom,395.0,427.0,43.47,62.08,12.0,35.0,18.1,54.9
397,380,University of Kent,Europe,L,CO,VH,Public,607,13.8,701,801,58.3,297,96.4,163,49.2,414.0,54.0,381.0,88.0,202.0,44.0,404,65.5,387.0,37.7,438.0,15680.0,17.0,0.28,2.28,48.42,29.5,28.4,73.2,64.4,92.6,2026.0,United Kingdom,397.0,438.0,43.06,61.97,16.2,28.0,20.2,50.8
400,384,Western Sydney University,Oceania,XL,FC,VH,Public,480,22.5,593,801,44.5,419,100.0,59,67.7,292.0,70.9,263.0,87.3,211.0,11.8,801,82.6,140.0,37.5,306.0,32737.0,36.4,0.26,2.49,54.02,30.6,31.8,88.0,68.3,88.5,2026.0,Australia,400.0,306.0,45.76,62.9,7.4,26.0,26.3,59.9
401,431,University of Granada,Europe,XL,FC,VH,Public,178,24.3,554,801,26.3,622,9.9,801,31.7,572.0,37.6,522.0,96.4,51.0,13.1,801,58.4,536.0,37.4,642.0,51046.0,14.3,0.11,2.57,42.55,31.3,29.7,60.9,60.7,53.4,2026.0,Spain,401.0,642.0,39.97,53.32,11.2,11.0,59.3,45.3
401,421,University of Limerick,Europe,L,FC,HI,Public,453,36.6,390,758,34.5,527,93.2,198,48.4,417.0,53.3,385.0,71.6,506.0,14.7,801,75.9,223.0,37.4,537.0,14691.0,27.1,0.18,2.2,45.53,28.6,34.6,61.7,73.1,75.0,2026.0,Ireland,401.0,537.0,41.46,50.6,23.6,18.0,27.9,48.15
404,375,University of Florence,Europe,XL,FC,VH,Public,262,16.9,701,801,49.7,376,11.2,801,20.8,713.0,26.9,655.0,86.1,234.0,36.9,468,72.9,275.0,37.2,355.0,42558.0,22.9,0.09,2.53,51.42,37.6,37.9,75.9,76.7,46.7,2026.0,Italy,404.0,355.0,44.31,62.4,7.0,9.0,45.1,56.9
408,371,University of Turin,Europe,XL,FC,VH,Public,237,14.3,701,801,42.5,447,5.2,801,10.1,801.0,16.0,801.0,90.0,175.0,61.4,257,78.7,188.0,36.9,468.0,60028.0,25.4,0.06,2.61,47.21,24.3,31.9,81.7,74.0,44.3,2026.0,Italy,408.0,468.0,42.06,61.53,5.1,6.0,48.1,56.8
410,412,Auckland University of Technology,Oceania,L,CO,VH,Public,417,22.5,587,801,33.2,549,100.0,76,100.0,39.0,100.0,27.0,50.4,801.0,23.4,663,74.0,259.0,36.7,587.0,17420.0,17.0,0.49,2.49,44.2,22.6,22.8,73.6,49.8,91.3,2026.0,New Zealand,410.0,587.0,40.45,45.0,13.7,49.0,29.6,48.2
410,421,Dublin City University,Europe,L,FC,HI,Public,423,37.5,376,683,22.0,685,80.8,292,43.2,466.0,48.4,429.0,78.0,381.0,40.2,436,79.7,175.0,36.7,310.0,14712.0,27.3,0.13,2.45,53.69,28.5,36.6,88.6,69.0,71.1,2026.0,Ireland,410.0,310.0,45.2,56.3,27.8,13.0,29.2,62.6
410,539,Sunway University,Asia,M,CO,VH,Private not for Profit,592,53.3,228,324,25.2,636,57.1,405,66.9,298.0,68.7,279.0,61.4,671.0,5.1,801,61.2,474.0,36.7,307.0,5046.0,8.4,0.27,2.24,54.01,27.2,34.2,90.1,58.4,89.3,2026.0,Malaysia,410.0,307.0,45.36,52.72,56.9,27.0,20.9,62.15
410,396,University of Southern Queensland,Oceania,M,CO,VH,Public,701,8.2,701,801,90.1,103,78.5,304,48.7,416.0,52.0,398.0,82.2,307.0,11.0,801,65.5,387.0,36.7,373.0,10582.0,21.5,0.19,2.65,50.71,29.3,26.8,87.1,51.3,81.5,2026.0,Australia,410.0,373.0,43.7,71.55,7.9,19.0,11.0,56.95
419,359,University of Aveiro,Europe,L,CO,VH,Public,658,15.5,701,801,94.7,73,5.2,801,24.8,667.0,30.9,605.0,85.5,245.0,3.3,801,64.7,405.0,36.4,741.0,14095.0,15.9,0.11,2.28,40.28,31.6,31.5,53.8,55.3,46.3,2026.0,Portugal,419.0,741.0,38.34,66.38,13.1,11.0,18.6,42.65
420,425,National Taipei University of Technology,Asia,M,FO,VH,Public,672,57.6,202,667,58.8,294,25.6,639,31.7,573.0,34.9,552.0,25.6,801.0,29.2,565,58.9,521.0,36.3,1251.0,10608.0,12.4,0.05,0.41,31.28,26.4,22.5,36.5,82.8,36.1,2026.0,Taiwan,420.0,1251.0,33.79,35.85,28.6,5.0,18.2,29.5
423,436,Murdoch University,Oceania,M,CO,VH,Public,701,8.7,701,801,73.9,184,89.6,226,82.5,209.0,61.4,328.0,75.1,442.0,24.9,642,53.4,632.0,36.1,406.0,15815.0,29.1,0.53,,49.66,25.9,27.4,80.2,72.7,94.7,2026.0,Australia,423.0,406.0,42.88,64.15,7.4,53.0,13.0,53.8
423,462,Tampere University,Europe,L,FC,VH,Public,424,24.7,543,737,47.7,392,61.6,378,13.9,801.0,19.6,771.0,84.0,277.0,42.1,417,49.2,729.0,36.1,346.0,17284.0,19.2,0.1,2.24,51.93,31.2,38.7,80.2,85.2,53.8,2026.0,Finland,423.0,346.0,44.02,62.65,24.8,10.0,29.2,59.45
427,413,Graz University of Technology,Europe,M,FO,VH,Public,568,22.1,601,43,18.8,735,86.6,248,71.3,267.0,53.1,388.0,52.3,801.0,15.2,801,42.6,801.0,36.0,633.0,6734.0,8.7,0.26,0.37,42.66,41.9,22.7,46.5,95.3,79.4,2026.0,Austria,427.0,633.0,39.33,35.08,99.2,26.0,21.9,34.6
428,418,University of Dundee,Europe,M,FC,VH,Public,497,21.3,618,438,20.6,704,92.0,209,84.4,198.0,85.8,169.0,78.7,374.0,13.9,801,78.6,190.0,35.9,325.0,15420.0,19.4,0.36,2.73,52.85,28.5,32.6,82.1,87.0,91.7,2026.0,United Kingdom,428.0,325.0,44.38,53.5,44.8,36.0,25.5,57.35
430,408,Masaryk University,Europe,XL,CO,VH,Public,383,37.3,377,801,18.8,738,34.5,541,76.8,245.0,79.0,217.0,79.8,355.0,58.8,278,77.0,214.0,35.7,697.0,33661.0,18.2,0.25,2.61,41.5,26.8,32.6,57.1,51.1,66.2,2026.0,Czechia,430.0,697.0,38.6,47.08,13.1,25.0,32.3,44.85
435,452,National Taiwan Normal University,Asia,M,CO,VH,Public,240,28.2,493,243,9.6,801,19.7,717,39.6,495.0,42.6,486.0,24.1,801.0,29.0,573,68.2,346.0,35.4,570.0,11067.0,12.4,0.17,,44.59,36.7,32.3,56.2,86.4,54.4,2026.0,Taiwan,435.0,570.0,40.0,30.55,68.3,17.0,47.8,44.25
436,513,Prince Mohammad Bin Fahd University,Asia,S,SP,VH,Private not for Profit,558,33.6,427,588,54.7,331,100.0,13,29.6,593.0,22.2,726.0,32.3,801.0,3.3,801,37.4,801.0,35.2,352.0,2470.0,10.8,0.17,2.0,51.62,32.0,33.3,78.5,56.4,89.5,2026.0,Saudi Arabia,436.0,352.0,43.41,49.7,33.1,17.0,22.5,55.9
436,466,Universitat Ramon Llull,Europe,L,CO,HI,Private not for Profit,701,72.5,136,801,15.5,797,80.4,295,68.0,290.0,71.1,261.0,31.3,801.0,81.2,152,56.7,562.0,35.2,900.0,16683.0,22.0,0.24,2.24,37.19,20.8,17.6,63.2,36.5,73.7,2026.0,Spain,436.0,900.0,36.2,31.9,10.3,24.0,17.5,40.4
440,477,Ajman University,Asia,S,FO,VH,Private not for Profit,454,51.3,241,801,10.2,801,100.0,8,100.0,4.0,99.7,37.0,65.2,621.0,12.8,801,46.2,801.0,34.9,411.0,4626.0,15.2,0.81,2.4,49.51,25.8,28.7,84.0,22.8,99.5,2026.0,United Arab Emirates,440.0,411.0,42.2,47.03,15.7,81.0,27.8,56.35
440,445,James Cook University,Oceania,M,FC,VH,Public,591,11.0,701,689,60.3,286,46.9,454,37.6,518.0,43.2,480.0,83.8,279.0,11.2,801,81.9,151.0,34.9,357.0,9165.0,15.3,0.14,2.77,51.26,28.8,31.9,82.3,67.8,81.5,2026.0,Australia,440.0,357.0,43.08,64.58,27.5,14.0,21.0,57.1
446,439,Vilnius University,Europe,L,FC,HI,Public,467,28.0,496,210,6.2,801,28.4,601,28.5,609.0,34.5,557.0,80.2,351.0,91.3,93,70.3,313.0,34.8,868.0,19929.0,11.7,0.12,2.73,37.74,26.8,26.5,53.6,58.3,49.8,2026.0,Lithuania,446.0,868.0,36.27,41.62,73.1,12.0,26.9,40.05
447,387,Belarusian State University,Europe,L,CO,HI,Public,377,51.5,239,98,1.7,801,4.9,801,71.1,268.0,67.5,286.0,34.4,801.0,61.3,258,48.7,,34.6,1880.0,23445.0,8.3,0.22,2.45,20.51,24.7,11.1,10.9,45.0,65.8,2026.0,Belarus,447.0,1880.0,27.56,14.52,91.8,22.0,32.5,11.0
450,401,Kazan Federal University,Europe,L,FC,VH,Public,460,19.5,669,54,3.8,801,14.0,801,97.7,94.0,97.8,83.0,86.7,225.0,19.6,732,55.3,596.0,34.3,989.0,22575.0,11.1,0.33,2.77,35.68,46.6,22.1,27.7,52.2,68.4,2026.0,Russian Federation,450.0,989.0,34.99,35.08,98.1,33.0,27.2,24.9
452,389,University of Cyprus,Asia,M,CO,VH,Public,701,10.8,701,801,62.3,270,94.3,187,42.2,471.0,46.1,452.0,69.8,534.0,54.6,306,52.9,650.0,34.2,493.0,6983.0,19.9,0.14,2.61,46.55,28.9,30.7,69.2,70.2,74.1,2026.0,Cyprus,452.0,493.0,40.38,58.0,10.3,14.0,14.6,49.95
456,472,University of Essex,Europe,L,CO,VH,Public,535,9.9,701,801,35.1,525,99.9,102,99.2,64.0,99.2,53.0,77.0,404.0,24.7,645,54.5,610.0,34.1,350.0,16005.0,14.8,0.48,2.32,51.68,30.1,30.2,81.0,61.2,97.3,2026.0,United Kingdom,456.0,350.0,42.89,55.82,17.1,48.0,23.7,55.6
461,442,Novosibirsk State University,Europe,M,FO,VH,Public,432,31.1,460,87,13.0,801,9.1,801,70.6,272.0,69.5,274.0,55.7,758.0,13.3,801,43.8,801.0,33.9,1136.0,7300.0,6.6,0.23,,33.09,38.4,29.6,24.0,57.0,49.3,2026.0,Russian Federation,461.0,1136.0,33.5,30.58,93.6,23.0,28.8,26.8
465,383,Anna University,Asia,L,SP,VH,Public,701,19.4,674,801,99.8,23,20.1,,1.6,801.0,6.0,801.0,47.3,801.0,17.8,763,64.5,409.0,33.8,984.0,11396.0,12.1,0.01,1.75,35.77,39.2,16.2,51.8,59.9,21.0,2026.0,India,465.0,984.0,34.78,53.78,9.2,1.0,15.0,34.0
465,415,Concordia University,Americas,XL,CO,VH,Public,572,18.0,701,801,32.0,563,64.0,362,94.4,135.0,94.8,112.0,75.6,429.0,58.4,281,81.8,153.0,33.8,659.0,36811.0,25.5,0.35,2.08,42.14,24.5,25.8,63.7,68.0,74.7,2026.0,Canada,465.0,659.0,37.97,49.28,5.2,35.0,21.7,44.75
480,474,Hiroshima University,Asia,L,FC,VH,Public,351,17.1,701,168,17.2,762,19.2,725,22.7,690.0,17.1,801.0,70.3,525.0,12.4,801,73.2,271.0,33.2,638.0,14922.0,8.7,0.12,0.61,42.62,41.7,31.4,47.8,79.8,49.1,2026.0,Japan,480.0,638.0,37.91,41.68,79.8,12.0,34.6,39.6
482,465,Kobe University,Asia,L,FC,VH,Public,324,39.0,353,434,19.4,725,11.2,801,10.7,801.0,15.9,801.0,53.3,791.0,27.0,608,73.3,269.0,33.0,728.0,15355.0,9.8,0.07,0.54,40.56,41.5,28.9,45.0,89.0,38.3,2026.0,Japan,482.0,728.0,36.78,36.65,45.0,7.0,36.9,36.95
485,508,Aristotle University of Thessaloniki,Europe,XL,FC,VH,Public,311,35.9,402,801,28.4,602,2.1,801,8.1,801.0,13.8,801.0,90.9,160.0,48.3,359,66.4,371.0,32.9,936.0,47845.0,18.9,0.05,2.45,36.62,22.7,19.4,63.4,62.6,37.0,2026.0,Greece,485.0,936.0,34.76,50.52,6.4,5.0,38.2,41.4
485,506,University of Trento,Europe,L,CO,VH,Public,346,18.6,693,589,40.0,470,32.3,560,11.3,801.0,17.2,801.0,85.6,244.0,7.1,801,51.8,665.0,32.9,360.0,14183.0,16.6,0.09,2.24,51.06,34.6,35.2,77.4,70.3,61.5,2026.0,Italy,485.0,360.0,41.98,59.55,32.9,9.0,34.8,56.3
487,516,Edith Cowan University,Oceania,L,CO,VH,Public,701,13.1,701,801,60.4,285,96.4,160,82.4,210.0,84.0,176.0,63.8,637.0,7.4,801,51.0,680.0,32.8,381.0,18928.0,27.9,0.35,2.61,50.34,22.5,25.8,89.2,69.6,89.0,2026.0,Australia,487.0,381.0,41.57,59.8,6.0,35.0,13.7,57.5
487,527,Warsaw University of Technology,Europe,L,FO,VH,Public,442,72.4,137,337,9.5,801,3.4,801,17.6,771.0,23.7,710.0,63.8,638.0,15.9,801,38.4,801.0,32.8,1427.0,21694.0,10.3,0.08,0.45,28.34,28.3,17.7,32.9,61.1,33.9,2026.0,Poland,487.0,1427.0,30.57,30.98,55.7,8.0,28.4,25.3
494,403,University of Canberra,Oceania,M,CO,VH,Public,670,11.9,701,801,50.8,370,82.8,274,83.1,205.0,84.6,173.0,66.7,593.0,10.9,801,73.2,271.0,32.5,442.0,10723.0,27.2,0.44,2.4,48.33,25.7,31.0,76.0,57.0,89.1,2026.0,Australia,494.0,442.0,40.42,56.12,3.4,44.0,18.2,53.5
499,431,Tomsk State University,Europe,M,CO,VH,Public,502,20.0,656,39,7.0,801,28.0,609,94.7,131.0,93.2,125.0,66.4,599.0,7.1,801,30.6,801.0,32.2,668.0,7985.0,11.7,0.37,,41.94,50.5,38.3,27.0,55.9,74.7,2026.0,Russian Federation,499.0,668.0,37.07,34.67,99.3,37.0,25.3,32.65
503,587,Shoolini University of Biotechnology and Management Sciences,Asia,S,CO,VH,Private not for Profit,701,22.5,589,801,82.6,138,29.0,595,2.2,801.0,6.4,801.0,54.1,781.0,1.8,801,57.3,555.0,32.1,454.0,3676.0,16.4,0.01,2.12,47.98,27.8,24.1,88.7,25.8,68.7,2026.0,India,503.0,454.0,40.04,62.37,12.1,1.0,16.2,56.4
504,456,University of Guelph,Americas,L,CO,VH,Public,621,19.2,680,801,55.2,327,49.6,443,24.0,672.0,30.1,613.0,74.8,446.0,18.2,755,80.7,161.0,32.0,446.0,23314.0,28.3,0.11,2.49,48.11,34.8,36.7,64.1,80.0,63.6,2026.0,Canada,504.0,446.0,40.06,57.7,7.9,11.0,19.9,50.4
511,516,Ateneo de Manila University,Asia,L,FC,MD,Private not for Profit,385,70.0,148,586,3.0,801,3.6,801,4.3,801.0,8.5,801.0,24.3,801.0,80.4,157,60.5,497.0,31.6,1070.0,14540.0,10.1,0.01,2.36,34.24,27.0,11.2,64.7,23.8,35.6,2026.0,Philippines,511.0,1070.0,32.92,25.8,33.1,1.0,32.2,37.95
511,508,SOAS University of London,Europe,M,FO,VH,Public,516,19.0,686,801,23.7,663,100.0,67,99.2,63.0,99.2,52.0,17.8,801.0,35.2,489,65.0,398.0,31.6,477.0,5395.0,15.0,0.41,2.65,47.0,38.7,34.7,59.9,38.9,79.9,2026.0,United Kingdom,511.0,477.0,39.3,34.03,18.4,41.0,24.7,47.3
511,531,University of Bradford,Europe,M,CO,VH,Public,701,11.2,701,801,40.3,465,75.0,316,99.2,66.0,99.2,56.0,70.5,519.0,41.5,421,70.4,311.0,31.6,569.0,11775.0,22.0,0.47,2.36,44.69,21.4,21.4,76.1,58.5,93.3,2026.0,United Kingdom,511.0,569.0,38.14,52.08,9.3,47.0,14.0,48.75
515,567,Lebanese University,Asia,XL,FC,HI,Public,372,55.3,219,801,3.4,801,52.2,427,47.2,428.0,44.1,474.0,59.9,695.0,38.9,445,45.2,801.0,31.5,1480.0,44105.0,13.6,0.18,2.32,27.52,34.8,14.0,21.5,22.8,77.8,2026.0,Lebanon,515.0,1480.0,29.51,24.7,16.0,18.0,32.9,17.75
517,452,University of Stirling,Europe,M,CO,VH,Public,701,13.1,701,801,38.3,489,79.5,299,81.3,218.0,83.0,183.0,62.7,655.0,22.4,685,81.2,158.0,31.4,516.0,11725.0,18.9,0.34,2.49,45.86,24.4,26.3,74.6,45.6,91.1,2026.0,United Kingdom,517.0,516.0,38.63,50.47,14.6,34.0,16.8,50.45
519,516,Ural Federal University,Europe,XL,CO,VH,Public,488,24.7,544,53,3.5,801,8.7,801,49.3,412.0,54.1,379.0,91.0,158.0,5.6,801,54.4,613.0,31.3,956.0,29855.0,15.7,0.15,2.2,36.24,25.7,29.2,44.4,58.3,60.5,2026.0,Russian Federation,519.0,956.0,33.77,42.02,98.2,15.0,25.8,36.8
524,501,University of Huddersfield,Europe,L,CO,VH,Public,683,19.0,684,801,36.3,515,79.7,298,91.6,154.0,92.2,131.0,74.6,450.0,2.2,801,69.1,329.0,31.2,540.0,14200.0,19.9,0.31,2.45,45.4,25.6,23.9,73.9,51.3,89.3,2026.0,United Kingdom,524.0,540.0,38.3,52.18,9.1,31.0,17.9,48.9
526,567,Chiang Mai University,Asia,XL,FC,HI,Public,236,30.4,467,790,8.8,801,5.5,801,8.7,801.0,13.3,801.0,65.8,613.0,28.7,584,67.6,355.0,30.9,1046.0,35691.0,13.9,0.04,2.57,34.66,29.0,18.8,51.7,55.0,39.3,2026.0,Thailand,526.0,1046.0,32.78,36.28,22.0,4.0,48.8,35.25
526,516,University of Hull,Europe,L,FC,HI,Public,701,14.3,701,801,36.9,505,68.3,342,95.6,121.0,95.9,103.0,70.3,526.0,29.5,556,75.4,228.0,30.9,525.0,13250.0,18.4,0.35,2.32,45.71,27.3,23.8,72.9,57.5,87.8,2026.0,United Kingdom,526.0,525.0,38.3,50.98,15.9,35.0,13.2,48.35
526,539,University of Salamanca,Europe,L,FC,VH,Public,323,23.5,568,545,11.8,801,10.2,801,25.9,647.0,31.9,590.0,86.3,231.0,33.4,506,70.8,303.0,30.9,916.0,25749.0,14.6,0.16,2.57,36.95,32.0,24.8,47.9,46.6,54.5,2026.0,Spain,526.0,916.0,33.92,42.7,36.8,16.0,36.9,36.35
530,547,University of Genoa,Europe,L,FC,VH,Public,451,10.6,701,801,52.6,358,9.2,801,17.5,773.0,23.6,711.0,83.1,291.0,16.6,795,62.3,452.0,30.8,410.0,20218.0,16.4,0.09,2.45,49.53,39.4,30.9,74.6,76.2,46.9,2026.0,Italy,530.0,410.0,40.16,60.3,19.8,9.0,28.0,52.75
535,601-610,King Khalid University,Asia,L,FC,VH,Public,489,17.6,701,274,7.0,801,100.0,30,35.9,535.0,26.9,658.0,84.4,266.0,2.7,801,45.7,801.0,30.6,302.0,29832.0,7.1,0.15,2.32,54.27,41.2,31.6,80.0,58.4,88.2,2026.0,Saudi Arabia,535.0,302.0,42.44,50.75,64.6,15.0,25.8,55.8
535,701-710,Lebanese American University,Asia,M,FC,HI,Private not for Profit,610,44.6,301,612,10.7,801,80.6,293,26.6,638.0,31.7,593.0,78.3,380.0,29.2,564,58.3,539.0,30.6,268.0,7606.0,12.0,0.13,2.2,55.73,36.8,32.5,93.7,32.0,80.8,2026.0,Lebanon,535.0,268.0,43.16,53.8,31.3,13.0,20.2,63.1
535,596,University of Ljubljana,Europe,XL,FC,VH,Public,414,18.9,689,431,11.0,801,7.1,801,18.1,760.0,13.7,801.0,85.7,241.0,98.1,41,54.2,619.0,30.6,858.0,37509.0,12.8,0.09,2.53,37.86,27.8,23.8,56.0,69.1,42.6,2026.0,Slovenia,535.0,858.0,34.23,44.12,45.6,9.0,29.7,39.9
542,592,Ain Shams University,Africa,XL,FC,VH,Public,340,38.8,357,801,3.5,801,29.5,590,13.7,801.0,19.7,769.0,80.8,336.0,69.6,216,56.7,562.0,30.3,904.0,171505.0,14.3,0.07,2.2,37.15,28.6,27.5,50.4,41.0,53.1,2026.0,Egypt,542.0,904.0,33.72,40.55,17.1,7.0,35.6,38.95
542,570,University of the Punjab,Asia,XL,CO,VH,Public,559,57.6,203,801,24.4,649,4.0,801,1.7,801.0,6.1,801.0,71.8,504.0,89.4,109,44.3,801.0,30.3,903.0,28679.0,21.6,0.01,2.61,37.16,28.4,15.2,64.4,31.5,50.6,2026.0,Pakistan,542.0,903.0,33.73,43.95,5.7,1.0,22.5,39.8
546,547,University of Windsor,Americas,L,CO,VH,Public,701,7.1,701,801,58.2,299,89.4,228,94.6,132.0,95.0,110.0,49.5,801.0,34.4,497,68.7,339.0,30.2,536.0,14932.0,35.1,0.36,,45.54,30.4,31.4,60.5,68.2,87.9,2026.0,Canada,546.0,536.0,37.87,49.9,2.7,36.0,5.1,45.95
551,596,Thammasat University,Asia,XL,FC,HI,Public,329,38.3,365,694,3.9,801,15.9,779,2.2,801.0,6.9,801.0,45.7,801.0,90.6,100,60.7,494.0,29.9,1477.0,39733.0,14.8,0.01,2.69,27.59,23.5,21.0,33.8,37.5,39.0,2026.0,Thailand,551.0,1477.0,28.74,26.1,27.2,1.0,36.7,27.4
551,641-650,Universiti Tenaga Nasional (UNITEN),Asia,S,SP,VH,Private for Profit,701,19.9,660,187,34.1,535,34.7,537,70.5,274.0,65.6,299.0,55.7,754.0,5.3,801,48.7,737.0,29.9,673.0,4317.0,10.0,0.2,0.49,41.89,26.1,16.3,72.8,68.1,65.3,2026.0,Malaysia,551.0,673.0,35.89,44.72,76.6,20.0,9.5,44.55
553,539,Hitotsubashi University,Asia,M,SP,VH,Public,627,78.1,112,473,4.0,801,31.3,573,33.5,553.0,36.1,533.0,11.7,801.0,57.5,290,32.2,801.0,29.8,1321.0,6105.0,14.6,0.14,0.49,30.02,32.5,21.8,27.6,25.7,64.1,2026.0,Japan,553.0,1321.0,29.91,16.28,42.2,14.0,19.7,24.7
556,477,Indian Institute of Technology Indore,Asia,S,FO,VH,Public,701,16.9,701,658,96.9,57,1.8,801,1.3,801.0,5.7,801.0,28.2,801.0,5.3,801,34.7,801.0,29.6,573.0,2332.0,12.5,0.0,0.32,44.54,42.9,28.9,63.9,40.9,36.0,2026.0,India,556.0,573.0,37.07,54.48,28.8,0.0,8.0,46.4
