Rank,Name,Country,Student Population,Students to Staff Ratio,International Students,Female to Male Ratio,Overall Score,Teaching,Research Environment,Research Quality,Industry Impact,International Outlook,Year
1207,Athens University of Economics and Business,Greece,9211,44.7,0.05,"1 day, 22:54:00",32.0314999999999,18.7,24.6,45.3,63.4,43.4,2026
1208,University of Jeddah,Saudi Arabia,30321,16.0,0.02,"2 days, 19:33:00",32.0265,16.8,11.0,59.1,21.2,70.7,2026
1209,University of Maragheh,Iran,3719,24.5,0.09,"2 days, 11:41:00",32.0125,14.7,17.1,59.6,31.3,47.8,2026
1210,Saudi Electronic University,Saudi Arabia,32325,36.4,0.08,"1 day, 22:54:00",31.9799999999999,10.6,9.6,65.4,19.1,75.8,2026
1211,Public University of Navarre,Spain,8824,11.4,0.09,"2 days, 4:48:00",31.97,25.5,15.2,49.2,43.3,47.3,2026
1212,UniversitÃ© dâ€™OrlÃ©ans,France,18607,19.8,0.15,"2 days, 2:50:00",31.958,20.3,16.6,46.1,51.7,70.1,2026
1213,University of Deusto,Spain,10138,18.7,0.11,"2 days, 8:44:00",31.9165,20.7,20.6,49.3,39.9,46.0,2026
1214,Poznan University of Medical Sciences,Poland,7512,5.7,0.1,"3 days, 1:27:00",31.9079999999999,31.1,14.3,47.8,44.1,33.1,2026
1215,University of Isfahan,Iran,17094,22.6,0.05,"2 days, 10:42:00",31.8804999999999,29.0,18.3,46.8,38.9,32.3,2026
1216,Ahmadu Bello University,Nigeria,46669,16.5,0.0,37 : 63,31.8775,24.3,10.0,58.9,20.6,44.2,2026
1217,"Dr D. Y. Patil Vidyapeeth, Pune",India,5568,10.2,0.02,"2 days, 14:38:00",31.874,43.5,11.1,38.7,20.0,45.5,2026
1218,National University of Computer and Emerging Sciences,Pakistan,17199,22.4,0.02,26 : 74,31.8414999999999,13.6,9.1,66.6,30.7,53.1,2026
1219,Bu-Ali Sina University,Iran,10698,24.0,0.07,"2 days, 10:42:00",31.8269999999999,27.0,20.9,47.6,26.9,32.6,2026
1220,Hungarian University of Agriculture and Life Sciences,Hungary,9478,11.0,0.16,"2 days, 11:41:00",31.824,33.2,13.2,42.0,25.3,61.2,2026
1221,"University of Occupational and Environmental Health, Japan",Japan,1145,2.4,0.01,"2 days, 5:47:00",31.8165,29.0,11.9,53.1,53.7,23.1,2026
1222,Hakim Sabzevari University,Iran,11500,24.4,0.04,"2 days, 12:40:00",31.746,18.1,11.5,63.5,18.6,43.7,2026
1223,Azarbaijan Shahid Madani University,Iran,7326,17.8,0.09,"2 days, 9:43:00",31.7374999999999,19.3,13.7,61.0,20.4,39.4,2026
1224,Kurume University,Japan,4659,8.1,0.01,,31.7235,28.6,13.3,52.2,49.8,23.7,2026
1225,Fayoum University,Egypt,52796,16.3,0.01,"2 days, 14:38:00",31.7129999999999,18.3,12.2,60.9,23.6,47.5,2026
1226,Ankara University,Turkey,46452,19.7,0.07,"2 days, 9:43:00",31.7099999999999,35.5,17.0,41.3,35.5,33.3,2026
1227,Iuliu HaÅ£ieganu University of Medicine and Pharmacy Cluj-Napoca,Romania,8247,8.7,0.37,"2 days, 20:32:00",31.7014999999999,26.2,12.4,51.3,31.1,49.9,2026
1228,Universitas Gadjah Mada,Indonesia,40174,8.1,0.05,"2 days, 10:42:00",31.695,33.1,24.0,31.3,57.2,43.9,2026
1229,Hindustan Institute of Technology and Science,India,7766,10.6,0.06,40 : 60,31.6934999999999,26.1,10.6,59.8,20.5,28.8,2026
1230,I. Horbachevsky Ternopil National Medical University,Ukraine,5206,8.0,0.18,"2 days, 23:29:00",31.6825,24.9,9.8,60.0,16.5,37.8,2026
1231,Aichi Medical University,Japan,1285,2.8,0.01,"2 days, 10:42:00",31.673,31.0,15.0,47.7,54.7,22.4,2026
1232,University of Ilorin,Nigeria,48498,34.3,0.0,"2 days, 2:50:00",31.6695,15.5,12.6,64.8,20.2,42.6,2026
1233,University of Sargodha,Pakistan,22199,29.4,0.0,"2 days, 11:41:00",31.6624999999999,14.5,13.6,63.0,20.9,49.4,2026
1234,Galgotias University,India,18462,14.8,0.03,36 : 64,31.607,21.3,10.9,64.2,19.5,28.3,2026
1235,Benha University,Egypt,111190,28.9,0.01,"1 day, 22:54:00",31.5794999999999,16.5,10.3,63.9,22.0,49.0,2026
1236,Ibn TofaÃ¯l University,Morocco,60057,73.1,0.03,"2 days, 10:42:00",31.569,26.6,22.2,47.8,22.6,27.2,2026
1237,"Shivaji University, Kolhapur",India,6263,15.4,0.0,"1 day, 19:57:00",31.56,34.9,16.6,45.5,29.7,21.5,2026
1238,Bharathidasan University,India,3430,20.1,0.0,"2 days, 5:47:00",31.558,34.7,18.3,41.1,32.3,31.9,2026
1239,Zhejiang University of Finance and Economics,China,20962,21.4,0.02,"2 days, 13:39:00",31.5074999999999,14.3,13.3,66.8,30.8,28.8,2026
1240,Nitte (Deemed to be University),India,5020,8.9,0.02,"2 days, 19:33:00",31.444,43.2,12.5,40.5,19.5,28.6,2026
1241,Shahrood University of Technology,Iran,9421,21.8,0.05,"1 day, 22:54:00",31.4429999999999,29.0,15.5,47.1,28.2,41.8,2026
1242,Persian Gulf University,Iran,4978,21.2,0.07,"2 days, 9:43:00",31.4425,19.6,15.1,56.1,24.1,46.5,2026
1243,Walailak University,Thailand,10993,15.2,0.02,"2 days, 23:29:00",31.442,19.4,15.4,56.4,18.7,47.8,2026
1244,Istanbul University-CerrahpaÅŸa,Turkey,23338,18.0,0.06,"2 days, 4:48:00",31.423,30.3,21.2,39.1,63.6,27.5,2026
1245,Huaqiao University,China,35586,18.0,0.21,"2 days, 0:52:00",31.402,15.8,15.0,51.4,46.4,68.2,2026
1246,Al-Baha University,Saudi Arabia,17782,12.7,0.02,"2 days, 7:45:00",31.3925,19.5,9.1,54.9,21.9,75.4,2026
1247,Sahand University of Technology,Iran,6325,28.6,0.12,"1 day, 19:57:00",31.354,28.8,13.6,47.9,47.6,35.2,2026
1248,University of Las Palmas de Gran Canaria,Spain,16681,18.2,0.08,"2 days, 9:43:00",31.3515,21.4,26.9,42.7,32.5,41.7,2026
1249,Kansai Medical University,Japan,1545,2.9,0.02,"2 days, 9:43:00",31.3409999999999,29.4,12.2,51.6,50.0,22.0,2026
1250,Oakland University,United States,12914,15.8,0.04,"2 days, 10:42:00",31.284,27.7,16.7,44.5,50.8,38.5,2026
1251,National Taipei University of Technology,Taiwan,10608,12.4,0.05,29 : 71,31.2825,26.4,22.5,36.5,82.8,36.1,2026
1252,VSB - Technical University of Ostrava,Czechia,12121,16.2,0.15,33 : 67,31.258,25.6,20.9,38.5,48.5,55.4,2026
1253,YaÅŸar University,Turkey,5975,10.8,0.03,"2 days, 3:49:00",31.181,21.5,11.8,57.8,21.1,43.1,2026
1254,University of Tripoli,Libya,71060,18.9,0.02,"2 days, 15:37:00",31.1754999999999,14.6,10.7,66.1,17.2,43.3,2026
1255,University of West London,United Kingdom,16885,21.9,0.61,"2 days, 5:47:00",31.156,15.4,10.5,53.3,20.7,90.0,2026
1256,Technological University Dublin,Ireland,19364,17.0,0.22,"1 day, 19:57:00",31.1204999999999,17.6,14.7,48.8,54.7,64.5,2026
1257,University of Northern British Columbia (UNBC),Canada,3008,15.3,0.15,"2 days, 14:38:00",31.1109999999999,21.0,22.5,44.4,19.9,57.0,2026
1258,Federal University of SÃ£o Carlos,Brazil,20250,14.2,0.01,"2 days, 2:50:00",31.1019999999999,34.3,21.5,33.5,55.4,33.1,2026
1259,National Chung Hsing University,Taiwan,16156,13.0,0.09,"1 day, 19:57:00",31.092,24.6,25.4,35.8,74.6,36.6,2026
1260,University of A CoruÃ±a,Spain,15460,12.6,0.06,"2 days, 4:48:00",31.055,24.1,18.6,46.1,46.6,38.1,2026
1261,Wilfrid Laurier University,Canada,20600,25.8,0.1,,31.0459999999999,15.8,16.1,49.3,58.4,61.2,2026
1262,Czech Technical University in Prague,Czechia,15476,8.2,0.21,31 : 69,31.0454999999999,30.9,17.8,32.6,63.7,59.2,2026
1263,University of Duhok,Iraq,20093,10.0,0.01,"2 days, 5:47:00",31.0134999999999,24.2,8.1,61.3,19.7,31.3,2026
1264,Texas State University,United States,31552,19.7,0.02,"2 days, 13:39:00",31.0124999999999,18.9,20.2,48.4,40.6,45.8,2026
1265,Nicolaus Copernicus University in ToruÅ„,Poland,17163,11.1,0.06,"2 days, 19:33:00",31.0089999999999,29.6,23.1,38.6,33.2,35.6,2026
1266,King Mongkut's University of Technology North Bangkok,Thailand,27960,22.6,0.01,40 : 60,30.97,17.8,15.3,55.9,57.3,29.6,2026
1267,University of WrocÅ‚aw,Poland,16900,15.3,0.08,"2 days, 18:34:00",30.961,28.7,21.8,37.9,35.5,45.1,2026
1268,Chittagong University of Engineering & Technology,Bangladesh,5758,17.4,0.0,1.0118055555555556,30.9184999999999,13.7,11.7,67.2,23.1,32.0,2026
1269,University of Zagreb,Croatia,62046,15.8,0.04,"2 days, 13:39:00",30.8684999999999,27.6,19.1,41.8,57.5,31.3,2026
1270,Hangzhou Dianzi University (HDU),China,27192,15.7,0.04,24 : 76,30.8454999999999,17.7,17.9,50.1,71.7,33.8,2026
1271,Akdeniz University,Turkey,39309,29.4,0.04,"2 days, 6:46:00",30.84,25.1,26.3,38.2,60.9,25.5,2026
1272,Chaudhary Charan Singh University - Meerut,India,3519,15.0,0.0,36 : 64,30.8294999999999,34.4,11.0,45.8,32.1,32.9,2026
1273,Rowan University,United States,17484,13.3,0.06,"2 days, 2:50:00",30.7589999999999,29.6,13.2,45.3,40.6,39.8,2026
1274,Ilam University,Iran,4588,19.0,0.1,"2 days, 1:51:00",30.7225,23.1,12.3,54.2,36.4,35.0,2026
1275,Suez Canal University,Egypt,51841,14.4,0.02,"1 day, 21:55:00",30.6934999999999,20.0,9.9,56.3,28.5,51.9,2026
1276,University of South Africa,South Africa,207954,84.5,0.02,"3 days, 3:25:00",30.6545,19.7,17.8,51.0,30.4,42.2,2026
1277,Necmettin Erbakan University,Turkey,18947,12.0,0.13,"2 days, 4:48:00",30.645,37.5,15.2,37.3,23.3,40.7,2026
1278,Khon Kaen University,Thailand,32602,16.3,0.02,"2 days, 13:39:00",30.6365,28.6,17.3,41.8,49.5,35.5,2026
1279,Banasthali University,India,12751,22.4,0.02,"4 days, 3:01:00",30.6304999999999,29.8,13.4,50.1,29.4,23.3,2026
1280,Pondicherry University,India,9378,20.3,0.0,"1 day, 22:54:00",30.628,34.1,17.4,40.6,41.0,22.7,2026
1281,University of TrÃ¡s-os-Montes and Alto Douro,Portugal,8611,14.4,0.09,"2 days, 5:47:00",30.6145,19.6,20.9,47.3,38.6,40.5,2026
1282,Osmania University,India,10493,25.3,0.02,"2 days, 0:52:00",30.611,34.7,19.0,39.2,34.3,23.1,2026
1283,Nagoya City University,Japan,4602,5.8,0.04,"2 days, 6:46:00",30.601,30.8,18.0,38.5,69.5,26.2,2026
1284,Xiangtan University,China,38768,20.0,0.0,"2 days, 1:51:00",30.5975,18.6,17.4,53.6,56.3,23.1,2026
1285,Icesi University,Colombia,5974,11.9,0.03,"2 days, 4:48:00",30.5884999999999,20.3,12.1,57.0,21.4,41.8,2026
1286,Kwame Nkrumah University of Science and Technology,Ghana,76838,46.8,0.01,39 : 61,30.581,17.7,16.6,53.3,26.7,46.5,2026
1287,Kuwait University,Kuwait,29943,18.3,0.13,"3 days, 1:27:00",30.565,18.0,11.4,53.7,33.1,60.2,2026
1288,October 6 University,Egypt,28613,15.3,0.07,"2 days, 5:47:00",30.534,19.8,8.4,61.7,16.8,41.0,2026
1289,Soonchunhyang University,South Korea,8983,19.4,0.06,"2 days, 2:50:00",30.5245,22.6,27.9,35.8,63.6,33.1,2026
1290,Duzce University,Turkey,21362,32.2,0.07,"1 day, 22:54:00",30.519,19.3,20.1,48.3,56.6,29.9,2026
1291,Pukyong National University,South Korea,16710,18.1,0.08,"1 day, 23:53:00",30.481,30.3,20.4,36.1,54.1,35.1,2026
1292,"Amity University, Gurugram",India,5677,14.8,0.01,"2 days, 4:48:00",30.4784999999999,24.9,13.4,53.6,17.3,33.0,2026
1293,Democritus University of Thrace,Greece,23828,33.9,0.04,"2 days, 9:43:00",30.4674999999999,17.4,16.8,56.1,37.0,28.7,2026
1294,University of Urbino Carlo Bo,Italy,15123,38.0,0.06,"2 days, 17:35:00",30.4525,17.6,19.9,47.6,36.3,50.1,2026
1295,National Chengchi University,Taiwan,13230,15.7,0.16,"2 days, 9:43:00",30.4405,27.1,28.9,25.1,62.5,53.8,2026
1296,Menoufia University,Egypt,129699,26.1,0.01,"1 day, 21:55:00",30.4335,15.9,10.5,59.7,28.2,48.8,2026
1297,Seoul National University of Science and Technology (SeoulTech),South Korea,8106,11.8,0.13,38 : 62,30.4305,30.3,21.7,35.1,52.6,34.2,2026
1298,University of Anbar,Iraq,27797,11.1,0.01,"2 days, 9:43:00",30.418,25.0,11.1,53.2,36.6,32.0,2026
1299,University of Engineering & Technology (UET) Lahore,Pakistan,13860,13.5,0.02,33 : 67,30.4149999999999,20.2,10.5,54.3,32.4,51.0,2026
1300,Assiut University,Egypt,86744,13.2,0.05,"2 days, 3:49:00",30.4024999999999,23.6,12.4,48.3,25.3,57.9,2026
1301,Gebze Technical University,Turkey,8171,25.3,0.05,"1 day, 21:55:00",30.4,24.9,22.5,40.0,37.3,40.5,2026
1302,Miguel HernÃ¡ndez University of Elche,Spain,11551,15.2,0.11,"2 days, 4:48:00",30.395,22.0,18.4,42.9,62.6,42.6,2026
1303,Hyogo Medical University,Japan,2613,4.7,0.01,"2 days, 11:41:00",30.3849999999999,31.0,14.2,45.0,52.3,20.4,2026
1304,Niigata University,Japan,11826,7.1,0.03,37 : 63,30.3815,31.2,15.7,40.9,54.3,29.1,2026
1305,DIT University,India,5304,15.8,0.03,31 : 69,30.365,18.7,11.3,63.2,17.1,25.7,2026
1306,Diego Portales University,Chile,18505,17.1,0.03,"2 days, 2:50:00",30.333,16.1,12.2,57.4,19.2,54.1,2026
1307,Mawlana Bhashani Science and Technology University,Bangladesh,4644,17.1,0.0,"1 day, 17:59:00",30.3279999999999,13.8,8.7,64.8,19.6,46.8,2026
1308,Universitas Airlangga,Indonesia,32097,7.2,0.08,"2 days, 18:34:00",30.2505,28.6,14.1,39.2,24.8,66.3,2026
1309,Salahaddin Universityâ€“Erbil,Iraq,26525,10.5,0.01,"2 days, 6:46:00",30.2475,23.4,8.3,60.1,17.0,29.7,2026
1310,Guru Jambheshwar University of Science and Technology,India,7520,18.9,0.0,"1 day, 21:55:00",30.2329999999999,31.5,11.4,49.9,32.3,18.3,2026
1311,Austral University,Argentina,6488,10.8,0.08,"2 days, 7:45:00",30.2045,23.0,11.8,50.6,22.0,52.5,2026
1312,Biruni University,Turkey,12510,22.2,0.17,"2 days, 22:30:00",30.1994999999999,14.7,11.3,58.8,17.9,56.4,2026
1313,BabeÅŸ-Bolyai University,Romania,40388,18.8,0.05,"2 days, 16:36:00",30.194,20.7,18.6,48.1,32.9,39.3,2026
1314,Port Said University,Egypt,31634,33.5,0.01,"2 days, 7:45:00",30.1635,13.3,10.3,61.4,29.7,48.6,2026
1315,"Indian Institute of Science Education and Research, Pune",India,1816,11.9,0.0,32 : 68,30.1255,36.5,19.8,31.8,31.4,37.6,2026
1316,Brno University of Technology,Czechia,17555,14.5,0.26,28 : 72,30.113,24.6,17.7,34.5,73.7,59.0,2026
1317,Brock University,Canada,21118,22.0,0.19,"2 days, 9:43:00",30.06,15.0,18.4,48.0,42.1,56.2,2026
1318,InÃ¶nÃ¼ University,Turkey,26262,29.7,0.03,"2 days, 4:48:00",30.0485,23.1,15.5,52.6,31.6,22.6,2026
1319,Kindai University,Japan,34923,23.2,0.02,32 : 68,30.0414999999999,17.6,13.3,53.6,60.0,33.5,2026
1320,Mohammed V University of Rabat,Morocco,82902,37.8,0.04,"2 days, 7:45:00",30.034,29.3,16.1,41.9,43.6,32.1,2026
1321,Hitotsubashi University,Japan,6105,14.6,0.14,33 : 67,30.025,32.5,21.8,27.6,25.7,64.1,2026
1322,Noakhali Science and Technology University (NSTU),Bangladesh,9184,22.2,0.0,"1 day, 20:56:00",29.997,11.3,9.4,65.5,17.0,48.1,2026
1323,Institut Teknologi Bandung,Indonesia,28425,19.4,0.06,"1 day, 20:56:00",29.9954999999999,23.9,25.6,34.8,68.9,31.0,2026
1324,Universidade Federal do ParanÃ¡ (UFPR),Brazil,33204,12.2,0.08,"2 days, 2:50:00",29.98,37.2,18.5,29.7,51.9,35.4,2026
1325,The University of Electro-Communications,Japan,4621,14.6,0.05,0.5611111111111111,29.9495,25.7,24.1,32.3,69.1,39.0,2026
1326,Comenius University Bratislava,Slovakia,22226,10.4,0.17,"2 days, 17:35:00",29.9305,29.4,17.0,37.2,30.0,52.9,2026
1327,Hallym University,South Korea,7676,8.5,0.04,,29.9245,26.8,19.9,39.7,62.5,24.5,2026
1328,Al-Hussein Bin Talal University,Jordan,12333,33.2,0.01,"2 days, 7:45:00",29.884,10.8,11.6,62.8,18.6,50.0,2026
1329,Mendel University in Brno,Czechia,9185,16.2,0.17,"2 days, 6:46:00",29.8799999999999,25.4,18.2,39.7,23.1,57.0,2026
1330,Sathyabama Institute of Science and Technology,India,17560,12.5,0.04,"2 days, 1:51:00",29.8435,30.9,10.7,48.6,24.0,27.8,2026
1331,National Institute of Technology Delhi,India,1329,13.8,0.03,"2 days, 1:51:00",29.8279999999999,32.7,13.9,44.5,20.7,26.3,2026
1332,"Mehran University of Engineering and Technology, Jamshoro, Pakistan",Pakistan,8176,18.4,0.0,25 : 75,29.8075,16.1,11.0,56.2,32.2,49.6,2026
1333,University of Sfax,Tunisia,33852,9.7,0.04,"2 days, 17:35:00",29.8005,29.7,12.3,41.5,39.3,46.0,2026
1334,Wuhan Textile University,China,24241,15.2,0.02,"2 days, 2:50:00",29.7949999999999,16.3,12.4,57.9,55.7,23.9,2026
1335,University of Ioannina,Greece,33322,38.1,0.03,"2 days, 6:46:00",29.7629999999999,16.9,15.7,50.5,52.8,39.5,2026
1336,University of Å½ilina,Slovakia,7418,15.1,0.07,33 : 67,29.7455,26.2,19.6,39.9,45.5,33.9,2026
1337,Maharishi Markandeshwar University (MMU),India,11662,12.5,0.06,"1 day, 19:57:00",29.7445,28.8,10.3,50.5,19.1,31.3,2026
1338,University of Ã‰vora,Portugal,8196,14.0,0.17,"2 days, 10:42:00",29.7264999999999,25.0,21.5,36.8,25.1,54.3,2026
1339,University of LeÃ³n,Spain,9699,10.9,0.05,"2 days, 6:46:00",29.6964999999999,24.9,15.9,41.8,61.0,36.8,2026
1340,Yazd University,Iran,13519,29.7,0.03,"2 days, 10:42:00",29.623,21.6,18.5,44.8,44.4,35.6,2026
1341,University of Guilan,Iran,17021,31.2,0.01,"2 days, 10:42:00",29.621,26.0,18.4,44.5,34.0,25.4,2026
1342,"University of Chemistry and Technology, Prague",Czechia,4505,8.8,0.29,"2 days, 9:43:00",29.6165,37.3,14.7,26.9,55.0,54.4,2026
1343,HES-SO University of Applied Sciences and Arts of Western Switzerland,Switzerland,17517,6.0,0.29,"2 days, 6:46:00",29.5735,24.5,13.8,36.2,29.6,84.0,2026
1344,University of Mauritius,Mauritius,9108,26.0,0.07,"2 days, 10:42:00",29.558,27.5,14.9,42.2,41.3,37.5,2026
1345,UniversitÃ© de Poitiers,France,28005,17.7,0.13,"2 days, 11:41:00",29.5314999999999,27.5,20.9,30.5,39.7,61.6,2026
1346,Kangwon National University,South Korea,20621,20.1,0.03,"1 day, 18:58:00",29.5195,24.6,24.9,36.6,54.1,25.3,2026
1347,Chaoyang University of Technology,Taiwan,13390,34.9,0.06,"2 days, 7:45:00",29.51,15.5,22.8,42.6,53.7,45.3,2026
1348,University of Nebraska Omaha,United States,13614,17.1,0.05,"2 days, 9:43:00",29.5084999999999,17.9,16.9,49.8,41.8,36.2,2026
1349,University of Technology of CompiÃ¨gne,France,4377,16.0,0.18,"1 day, 18:58:00",29.5009999999999,28.7,11.6,30.6,58.7,81.9,2026
1350,Ibn Zohr University,Morocco,145463,130.0,0.01,"2 days, 2:50:00",29.4925,20.9,11.8,55.1,21.0,33.8,2026
1351,Gazi University,Turkey,44013,19.9,0.04,"2 days, 4:48:00",29.485,27.3,19.6,37.1,69.5,24.5,2026
1352,SWPS University,Poland,14605,31.5,0.07,"3 days, 5:23:00",29.458,15.8,17.0,49.5,32.8,49.4,2026
1353,Canterbury Christ Church University,United Kingdom,23395,38.4,0.55,"2 days, 9:43:00",29.4325,18.0,13.5,46.3,19.0,74.1,2026
1354,Manipal University Jaipur,India,12438,14.0,0.05,"1 day, 22:54:00",29.4129999999999,22.5,13.9,51.1,27.8,30.7,2026
1355,University of Chittagong,Bangladesh,26397,24.0,0.0,"1 day, 17:59:00",29.4095,11.5,9.5,60.7,22.8,55.2,2026
1356,Universidad San Francisco de Quito,Ecuador,8153,9.0,0.04,"2 days, 2:50:00",29.3984999999999,24.0,12.1,44.2,19.3,63.7,2026
1357,"Vietnam National University, Hanoi",Vietnam,67238,18.9,0.0,"2 days, 13:39:00",29.387,17.7,11.5,54.6,28.2,44.3,2026
1358,Nagasaki University,Japan,8747,6.7,0.05,39 : 61,29.3699999999999,30.1,16.0,35.4,55.2,40.3,2026
1359,Urmia University of Technology,Iran,3145,24.8,0.14,29 : 71,29.311,12.2,14.3,56.7,22.0,49.0,2026
1360,Kohat University of Science and Technology,Pakistan,10175,45.4,0.0,25 : 75,29.31,17.1,13.0,51.0,21.7,57.7,2026
1361,Tomas Bata University in ZlÃ­n,Czechia,8964,18.4,0.12,"2 days, 8:44:00",29.305,22.7,21.1,37.7,28.8,53.7,2026
1362,Changzhou University,China,29126,17.0,0.02,,29.2969999999999,15.5,14.4,54.3,66.9,21.1,2026
1363,Immanuel Kant Baltic Federal University,Russian Federation,6711,16.3,0.19,"2 days, 10:42:00",29.2775,37.1,22.1,20.3,37.1,58.0,2026
1364,Chung Yuan Christian University,Taiwan,14676,30.2,0.08,"1 day, 23:53:00",29.2745,18.9,24.2,36.4,64.9,42.2,2026
1365,University of Staffordshire,United Kingdom,15275,23.0,0.22,"2 days, 1:51:00",29.2324999999999,16.3,12.3,48.0,23.8,73.4,2026
1366,Gifu University,Japan,7064,15.3,0.04,38 : 62,29.206,27.7,23.9,30.0,68.9,31.3,2026
1367,Lorestan University,Iran,9397,23.7,0.07,"1 day, 22:54:00",29.189,22.9,11.3,51.9,24.6,34.7,2026
1368,National Kaohsiung University of Science and Technology,Taiwan,28069,32.6,0.02,36 : 64,29.1595,17.0,22.8,41.7,71.0,29.1,2026
1369,Indian Institute of Science Education and Research Bhopal,India,2194,14.2,0.0,39 : 61,29.15,38.3,21.5,29.4,25.1,23.9,2026
1370,University of Rouen Normandie,France,31367,23.8,0.14,"2 days, 13:39:00",29.1229999999999,24.9,13.9,38.3,51.6,55.9,2026
1371,University of Cadiz,Spain,18319,15.7,0.1,"2 days, 13:39:00",29.122,21.2,18.3,42.7,37.4,43.4,2026
1372,University of Valladolid,Spain,21685,12.1,0.08,"2 days, 9:43:00",29.1074999999999,24.8,16.7,40.7,44.4,39.5,2026
1373,University of Malaga,Spain,36545,13.6,0.06,"2 days, 6:46:00",29.086,21.1,17.1,42.1,54.0,41.5,2026
1374,University of Jendouba,Tunisia,12953,21.4,0.0,"2 days, 23:29:00",29.058,19.2,23.2,37.1,51.4,46.4,2026
1375,Woosong University,South Korea,10350,15.4,0.21,"1 day, 20:56:00",29.0435,19.1,10.4,43.2,24.2,86.2,2026
1376,University of the Philippines,Philippines,54405,10.7,0.0,"2 days, 9:43:00",29.0249999999999,27.4,17.9,39.0,28.9,38.6,2026
1377,University of Winchester,United Kingdom,7060,16.0,0.12,"2 days, 18:34:00",29.0009999999999,19.0,15.4,45.4,18.0,61.2,2026
1378,Jiangxi Normal University (JXNU),China,35356,20.5,0.0,"2 days, 19:33:00",28.9719999999999,13.7,13.0,60.2,38.7,20.7,2026
1379,Universitas Padjadjaran,Indonesia,32501,7.6,0.05,"2 days, 13:39:00",28.941,32.5,13.0,35.1,27.9,52.5,2026
1380,University of ConcepciÃ³n,Chile,29870,17.0,0.02,"2 days, 4:48:00",28.9305,19.3,18.1,40.9,47.7,50.8,2026
1381,University Rey Juan Carlos,Spain,39309,17.3,0.06,"2 days, 9:43:00",28.9214999999999,18.7,15.3,47.4,46.7,38.4,2026
1382,Toyohashi University of Technology (TUT),Japan,1998,10.2,0.13,0.6430555555555556,28.9195,30.7,23.6,21.4,83.6,43.4,2026
1383,Sakarya University,Turkey,41615,36.6,0.09,"2 days, 4:48:00",28.901,21.8,13.8,49.7,26.7,33.2,2026
1384,Jeju National University,South Korea,10335,15.0,0.04,"2 days, 5:47:00",28.9004999999999,25.3,20.2,38.6,44.1,29.8,2026
1385,Gyeongsang National University,South Korea,16298,12.6,0.02,"1 day, 20:56:00",28.8265,27.8,19.5,36.0,55.7,25.9,2026
1386,"Visvesvaraya National Institute of Technology, Nagpur",India,4762,16.5,0.02,1.0118055555555556,28.806,32.7,12.8,41.6,36.5,20.1,2026
1387,Medical University of Silesia in Katowice,Poland,10184,6.9,0.05,"3 days, 2:26:00",28.7645,30.1,13.0,42.9,32.0,26.2,2026
1388,Medical University of Lublin,Poland,6902,5.9,0.13,"3 days, 1:27:00",28.7365,33.5,14.6,35.2,38.5,33.6,2026
1389,University of Maribor,Slovenia,13082,13.9,0.14,"2 days, 7:45:00",28.7329999999999,21.5,18.0,41.2,46.2,39.5,2026
1390,The Jikei University School of Medicine,Japan,1077,0.8,0.01,"2 days, 4:48:00",28.7324999999999,30.3,11.2,43.9,45.4,20.8,2026
1391,Ege University,Turkey,30191,13.7,0.04,"2 days, 5:47:00",28.7294999999999,35.0,14.0,34.2,51.3,27.1,2026
1392,Kashan University of Medical Sciences and Health Services,Iran,3416,0.7,0.04,"2 days, 9:43:00",28.7249999999999,29.2,9.0,48.7,17.9,29.0,2026
1393,Universidade Eduardo Mondlane,Mozambique,41967,24.9,0.01,"1 day, 20:56:00",28.713,11.3,8.7,60.3,21.1,52.3,2026
1394,Fu Jen Catholic University,Taiwan,19288,25.9,0.05,"2 days, 11:41:00",28.6824999999999,23.1,27.6,28.5,76.6,30.0,2026
1395,Ho Chi Minh City Open University,Vietnam,29906,45.6,0.0,"2 days, 16:36:00",28.6585,10.1,10.9,63.1,16.2,39.2,2026
1396,Nelson Mandela University,South Africa,24272,34.8,0.02,"2 days, 12:40:00",28.6425,20.9,16.8,43.2,34.0,43.8,2026
1397,"Federal University of Technology, Minna",Nigeria,26887,23.7,0.0,0.9708333333333333,28.6405,22.3,8.5,51.8,17.8,44.6,2026
1398,University of Nigeria Nsukka,Nigeria,45307,11.1,0.01,"1 day, 22:54:00",28.637,32.0,11.0,40.3,20.3,41.4,2026
1399,Prince of Songkla University,Thailand,33623,13.1,0.02,"2 days, 20:32:00",28.6324999999999,24.3,16.0,39.4,51.6,39.2,2026
1400,University of Burgos,Spain,8300,14.2,0.05,"2 days, 8:44:00",28.6265,21.8,16.7,44.9,29.0,36.3,2026
1401,South Valley University (Egypt),Egypt,65017,29.3,0.0,"2 days, 8:44:00",28.6199999999999,12.8,9.3,58.9,19.3,49.4,2026
1402,Tezpur University,India,4573,13.0,0.0,"1 day, 21:55:00",28.6044999999999,33.1,17.3,36.8,33.2,19.4,2026
1403,Damanhour University,Egypt,52549,34.5,0.0,"2 days, 14:38:00",28.5915,15.0,9.4,56.9,17.2,49.1,2026
1404,University of Mazandaran,Iran,11383,24.1,0.03,"2 days, 16:36:00",28.5835,26.6,16.2,43.0,25.4,28.3,2026
1405,Medical University of Bialystok,Poland,5930,12.5,0.08,"3 days, 5:23:00",28.578,31.9,12.1,39.1,41.4,30.3,2026
