university_name,country,year,ranking_source,rank,score
Universiti Brunei Darussalam,Brunei Darussalam,2026,THE,374,50.641
University of Kansas,United States,2026,THE,375,50.6319999999999
Hokkaido University,Japan,2026,THE,376,50.6284999999999
University of Otago,New Zealand,2026,THE,377,50.5809999999999
Leibniz University Hannover,Germany,2026,THE,378,50.4684999999999
University of Campinas,Brazil,2026,THE,379,50.4679999999999
University of St Gallen,Switzerland,2026,THE,380,50.4174999999999
Edith Cowan University,Australia,2026,THE,381,50.3384999999999
Shenzhen University,China,2026,THE,382,50.3255
University of South Florida,United States,2026,THE,383,50.3245
Autonomous University of Madrid,Spain,2026,THE,384,50.303
Middle East Technical University,Turkey,2026,THE,385,50.2755
Amirkabir University of Technology,Iran,2026,THE,385,50.2755
Kermanshah University of Medical Sciences,Iran,2026,THE,387,50.2059999999999
University of Johannesburg,South Africa,2026,THE,388,50.2024999999999
Chongqing University,China,2026,THE,389,50.1979999999999
Prince Sultan University (PSU),Saudi Arabia,2026,THE,390,50.1375
University of Georgia (USA),United States,2026,THE,391,50.126
University of Brescia,Italy,2026,THE,391,50.126
SabancÄ± University,Turkey,2026,THE,393,50.117
University of Pisa,Italy,2026,THE,394,50.0295
University of Connecticut,United States,2026,THE,395,50.0274999999999
UniversitÃ© Grenoble Alpes,France,2026,THE,396,50.0249999999999
University of Saskatchewan,Canada,2026,THE,397,49.9565
Verona University,Italy,2026,THE,398,49.925
King Abdulaziz University,Saudi Arabia,2026,THE,399,49.876
Mohammed VI Polytechnic University,Morocco,2026,THE,400,49.8754999999999
Institut Agro,France,2026,THE,401,49.8219999999999
Gwangju Institute of Science and Technology (GIST),South Korea,2026,THE,402,49.7879999999999
Montpellier University,France,2026,THE,403,49.7354999999999
Dalian University of Technology,China,2026,THE,404,49.714
UmeÃ¥ University,Sweden,2026,THE,405,49.6945
Murdoch University,Australia,2026,THE,406,49.657
"University of California, Merced",United States,2026,THE,407,49.6395
National Tsing Hua University,Taiwan,2026,THE,408,49.5619999999999
University of Marburg,Germany,2026,THE,409,49.5344999999999
University of Genoa,Italy,2026,THE,410,49.5295
Ajman University,United Arab Emirates,2026,THE,411,49.5085
Universiti Sains Malaysia,Malaysia,2026,THE,412,49.4999999999999
UniversitÃ© Laval,Canada,2026,THE,413,49.3255
Brunel University of London,United Kingdom,2026,THE,414,49.2875
University of Porto,Portugal,2026,THE,415,49.2525
Iran University of Science and Technology,Iran,2026,THE,416,49.2149999999999
Temple University,United States,2026,THE,417,49.19
Taipei Medical University,Taiwan,2026,THE,418,49.1855
Johannes Kepler University of Linz,Austria,2026,THE,419,49.1225
"Royal Holloway, University of London",United Kingdom,2026,THE,420,49.111
Drexel University,United States,2026,THE,421,49.066
York University,Canada,2026,THE,422,49.0635
University of Fribourg,Switzerland,2026,THE,423,49.0299999999999
Iowa State University,United States,2026,THE,424,48.9599999999999
Australian Catholic University,Australia,2026,THE,425,48.927
University of Lisbon,Portugal,2026,THE,426,48.871
Aston University,United Kingdom,2026,THE,427,48.8409999999999
Al Ain University,United Arab Emirates,2026,THE,428,48.8045
University of Vaasa,Finland,2026,THE,429,48.7694999999999
IMT Atlantique,France,2026,THE,430,48.7405
Wake Forest University,United States,2026,THE,431,48.6825
Free University of Bozen-Bolzano,Italy,2026,THE,432,48.641
Tulane University,United States,2026,THE,433,48.528
Victoria University of Wellington,New Zealand,2026,THE,434,48.5209999999999
Washington State University,United States,2026,THE,435,48.4695
National Yang Ming Chiao Tung University (NYCU Taiwan),Taiwan,2026,THE,436,48.4439999999999
Universiti Teknologi Malaysia,Malaysia,2026,THE,437,48.429
University of Kent,United Kingdom,2026,THE,438,48.4195
George Mason University,United States,2026,THE,439,48.3779999999999
Prince Sattam Bin Abdulaziz University,Saudi Arabia,2026,THE,440,48.3704999999999
Al-Ahliyya Amman University,Jordan,2026,THE,441,48.3609999999999
University of Canberra,Australia,2026,THE,442,48.3339999999999
University of Kentucky,United States,2026,THE,443,48.318
University of JyvÃ¤skylÃ¤,Finland,2026,THE,444,48.1554999999999
Brandeis University,United States,2026,THE,445,48.1299999999999
University of Guelph,Canada,2026,THE,446,48.1089999999999
Universiti Utara Malaysia,Malaysia,2026,THE,447,48.104
University of Portsmouth,United Kingdom,2026,THE,448,48.0605
University of Delaware,United States,2026,THE,449,48.053
The University of Tennessee-Knoxville,United States,2026,THE,450,48.032
Beijing University of Chemical Technology,China,2026,THE,451,48.0089999999999
University of Regensburg,Germany,2026,THE,452,47.9945
University of Coimbra,Portugal,2026,THE,453,47.9884999999999
Shoolini University of Biotechnology and Management Sciences,India,2026,THE,454,47.9845
Virginia Commonwealth University,United States,2026,THE,455,47.9664999999999
Chung-Ang University,South Korea,2026,THE,456,47.924
University of Milan-Bicocca,Italy,2026,THE,457,47.7699999999999
University of Oregon,United States,2026,THE,458,47.7035
University of Houston,United States,2026,THE,459,47.6915
Syracuse University,United States,2026,THE,460,47.6219999999999
University of Waikato,New Zealand,2026,THE,461,47.526
Bond University,Australia,2026,THE,462,47.509
National Taiwan University of Science and Technology (Taiwan Tech),Taiwan,2026,THE,463,47.4329999999999
Arabian Gulf University,Bahrain,2026,THE,464,47.409
Charles University,Czechia,2026,THE,465,47.347
Northumbria University,United Kingdom,2026,THE,466,47.2739999999999
Charles Darwin University,Australia,2026,THE,467,47.2335
Pontificia Universidad CatÃ³lica de Chile,Chile,2026,THE,468,47.212
University of Turin,Italy,2026,THE,468,47.212
Colorado School of Mines,United States,2026,THE,470,47.2099999999999
Bournemouth University,United Kingdom,2026,THE,471,47.175
University of Bordeaux,France,2026,THE,472,47.1329999999999
Central Queensland University,Australia,2026,THE,473,47.129
Ajou University,South Korea,2026,THE,474,47.1194999999999
Polytechnic University of Turin,Italy,2026,THE,475,47.035
University of Texas at Dallas,United States,2026,THE,476,47.0149999999999
SOAS University of London,United Kingdom,2026,THE,477,46.998
University of Central Florida,United States,2026,THE,478,46.9885
Roskilde University,Denmark,2026,THE,479,46.9679999999999
Donghua University,China,2026,THE,480,46.924
Rush University,United States,2026,THE,481,46.8834999999999
University of Eastern Finland,Finland,2026,THE,482,46.8674999999999
Near East University,Northern Cyprus,2026,THE,483,46.852
Quaid-i-Azam University,Pakistan,2026,THE,484,46.8424999999999
Nazarbayev University,Kazakhstan,2026,THE,485,46.8354999999999
BoÄŸaziÃ§i University,Turkey,2026,THE,486,46.8244999999999
Jamia Millia Islamia,India,2026,THE,487,46.7825
University of South Carolina-Columbia,United States,2026,THE,488,46.7745
Florida International University,United States,2026,THE,489,46.7604999999999
University of Tehran,Iran,2026,THE,490,46.655
Umm Al-Qura University,Saudi Arabia,2026,THE,491,46.61
"Asia University, Taiwan",Taiwan,2026,THE,492,46.5824999999999
University of Cyprus,Cyprus,2026,THE,493,46.554
University of Greifswald,Germany,2026,THE,494,46.4684999999999
Marche Polytechnic University,Italy,2026,THE,495,46.4334999999999
Applied Science Private University,Jordan,2026,THE,496,46.3795
Zayed University,United Arab Emirates,2026,THE,497,46.3715
Leuphana University of LÃ¼neburg,Germany,2026,THE,498,46.3355
Southern Cross University,Australia,2026,THE,499,46.3175
University of Nizwa,Oman,2026,THE,500,46.2744999999999
Heriot-Watt University,United Kingdom,2026,THE,501,46.2545
National and Kapodistrian University of Athens,Greece,2026,THE,502,46.2475
Saint Louis University,United States,2026,THE,503,46.2425
Princess Nourah bint Abdulrahman University,Saudi Arabia,2026,THE,504,46.2145
Complutense University of Madrid,Spain,2026,THE,505,46.123
Tehran University of Medical Sciences,Iran,2026,THE,506,46.0985
Bangor University,United Kingdom,2026,THE,507,46.0389999999999
Shanghai University,China,2026,THE,508,46.028
University of Trieste,Italy,2026,THE,509,45.993
"Colorado State University, Fort Collins",United States,2026,THE,510,45.986
National Yunlin University of Science and Technology,Taiwan,2026,THE,511,45.9565
Istanbul Technical University,Turkey,2026,THE,512,45.952
University of Nebraska Medical Center,United States,2026,THE,513,45.9465
University of Nicosia,Cyprus,2026,THE,514,45.9054999999999
Wayne State University,United States,2026,THE,515,45.876
University of Stirling,United Kingdom,2026,THE,516,45.8614999999999
Rensselaer Polytechnic Institute,United States,2026,THE,517,45.8455
Constructor University,Germany,2026,THE,518,45.7994999999999
Massey University,New Zealand,2026,THE,519,45.7665
Stevens Institute of Technology,United States,2026,THE,520,45.762
University of Iceland,Iceland,2026,THE,521,45.748
Saarland University,Germany,2026,THE,522,45.7434999999999
University of Siegen,Germany,2026,THE,523,45.735
HSE University,Russian Federation,2026,THE,524,45.7225
University of Hull,United Kingdom,2026,THE,525,45.7105
Wroclaw Medical University,Poland,2026,THE,526,45.71
Memorial University of Newfoundland,Canada,2026,THE,527,45.7005
Jiangsu University,China,2026,THE,528,45.6815
Pusan National University,South Korea,2026,THE,529,45.6805
Yangzhou University,China,2026,THE,530,45.6679999999999
Jinan University (China),China,2026,THE,531,45.646
National Cheng Kung University (NCKU),Taiwan,2026,THE,532,45.6269999999999
University of International Business and Economics,China,2026,THE,533,45.6239999999999
University of Modena and Reggio Emilia,Italy,2026,THE,534,45.5929999999999
Caâ€™ Foscari University of Venice,Italy,2026,THE,535,45.5845
University of Windsor,Canada,2026,THE,536,45.5445
University of Limerick,Ireland,2026,THE,537,45.5299999999999
University of Messina,Italy,2026,THE,538,45.508
Campus Bio-Medico University of Rome,Italy,2026,THE,539,45.4475
University of Huddersfield,United Kingdom,2026,THE,540,45.4024999999999
UniversitÃ© du QuÃ©bec,Canada,2026,THE,541,45.3784999999999
The University of Tulsa,United States,2026,THE,542,45.3724999999999
University of Valencia,Spain,2026,THE,543,45.369
"Soochow University, China",China,2026,THE,544,45.324
University of Ulsan,South Korea,2026,THE,545,45.287
University of Toulouse,France,2026,THE,546,45.2779999999999
Federation University Australia,Australia,2026,THE,547,45.2759999999999
University of Nebraska-Lincoln,United States,2026,THE,548,45.2619999999999
Missouri University of Science and Technology,United States,2026,THE,549,45.2155
Maynooth University,Ireland,2026,THE,550,45.1635
University of Catania,Italy,2026,THE,551,45.153
Universiti Putra Malaysia,Malaysia,2026,THE,552,45.152
University of Plymouth,United Kingdom,2026,THE,553,45.0999999999999
Mizzou - University of Missouri,United States,2026,THE,554,45.0909999999999
Cyprus University of Technology,Cyprus,2026,THE,555,45.0689999999999
NOVA University of Lisbon,Portugal,2026,THE,556,45.057
Royal Veterinary College,United Kingdom,2026,THE,557,45.0565
TU Dortmund University,Germany,2026,THE,558,45.0544999999999
Konkuk University,South Korea,2026,THE,559,45.0345
American University of Sharjah,United Arab Emirates,2026,THE,560,44.9389999999999
University of Salerno,Italy,2026,THE,561,44.8865
Imam Abdulrahman Bin Faisal University,Saudi Arabia,2026,THE,562,44.8695
Keele University,United Kingdom,2026,THE,563,44.861
University of Manitoba,Canada,2026,THE,564,44.8375
Zhejiang University of Technology,China,2026,THE,565,44.8095
University of KwaZulu-Natal,South Africa,2026,THE,566,44.7854999999999
Mahatma Gandhi University,India,2026,THE,567,44.7685
Liverpool John Moores University,United Kingdom,2026,THE,568,44.705
University of Bradford,United Kingdom,2026,THE,569,44.6864999999999
National Taiwan Normal University,Taiwan,2026,THE,570,44.5895
Shiraz University of Technology,Iran,2026,THE,571,44.5689999999999
University of Missouri-Kansas City,United States,2026,THE,572,44.559
Indian Institute of Technology Indore,India,2026,THE,573,44.5425
Polytechnic University of Bari,Italy,2026,THE,574,44.5325
"Goldsmiths, University of London",United Kingdom,2026,THE,575,44.506
Kyungpook National University (KNU),South Korea,2026,THE,576,44.4974999999999
Sultan Qaboos University,Oman,2026,THE,577,44.45
University of the Sunshine Coast,Australia,2026,THE,578,44.3555
Chulalongkorn University,Thailand,2026,THE,579,44.3495
Carleton University,Canada,2026,THE,580,44.331
Tashkent Institute of Irrigation and Agricultural Mechanisation,Uzbekistan,2026,THE,581,44.3204999999999
University of Ferrara,Italy,2026,THE,582,44.3124999999999
Ewha Womans University,South Korea,2026,THE,583,44.246
UPES,India,2026,THE,584,44.2434999999999
University of Graz,Austria,2026,THE,585,44.2375
Alfaisal University,Saudi Arabia,2026,THE,586,44.2099999999999
Auckland University of Technology,New Zealand,2026,THE,587,44.1984999999999
University of Pretoria,South Africa,2026,THE,588,44.1755
"Northeastern University, China",China,2026,THE,589,44.1305
Georgia State University,United States,2026,THE,590,44.076
New Jersey Institute of Technology,United States,2026,THE,591,44.062
Yeungnam University,South Korea,2026,THE,592,44.0375
"China University of Petroleum, Beijing",China,2026,THE,593,43.9745
Lovely Professional University,India,2026,THE,594,43.9434999999999
Hamburg University of Technology,Germany,2026,THE,595,43.9244999999999
Gachon University,South Korea,2026,THE,596,43.9119999999999
Victoria University,Australia,2026,THE,597,43.8669999999999
UEH University,Vietnam,2026,THE,598,43.811
RPTU University Kaiserslautern-Landau,Germany,2026,THE,599,43.661
University of Palermo,Italy,2026,THE,600,43.6415
KIIT University,India,2026,THE,601,43.64
Juntendo University,Japan,2026,THE,602,43.6379999999999
Lincoln University (New Zealand),New Zealand,2026,THE,603,43.6335
Middlesex University,United Kingdom,2026,THE,604,43.6104999999999
Banaras Hindu University,India,2026,THE,605,43.5905
Jagiellonian University,Poland,2026,THE,606,43.5905
University of Haifa,Israel,2026,THE,607,43.555
University of Denver,United States,2026,THE,608,43.547
Graphic Era University,India,2026,THE,609,43.516
SUNY University at Albany,United States,2026,THE,610,43.4325
Nottingham Trent University,United Kingdom,2026,THE,611,43.4214999999999
Sciences Po,France,2026,THE,612,43.403
Imam Mohammad Ibn Saud Islamic University,Saudi Arabia,2026,THE,613,43.3695
American University of the Middle East,Kuwait,2026,THE,614,43.3375
Aligarh Muslim University,India,2026,THE,615,43.331
University of Greenwich,United Kingdom,2026,THE,616,43.3034999999999
University of Wuppertal,Germany,2026,THE,617,43.295
National University of Sciences and Technology,Pakistan,2026,THE,618,43.253
University of Passau,Germany,2026,THE,619,43.2325
Manchester Metropolitan University,United Kingdom,2026,THE,620,43.214
Centrale Nantes,France,2026,THE,621,43.1775
Nanjing University of Science and Technology (NJUST),China,2026,THE,622,43.1345
University of Arkansas,United States,2026,THE,623,43.131
Anglia Ruskin University (ARU),United Kingdom,2026,THE,624,42.9604999999999
Lehigh University,United States,2026,THE,625,42.958
Tabriz University of Medical Sciences,Iran,2026,THE,626,42.9385
Tarbiat Modares University,Iran,2026,THE,627,42.917
University of NeuchÃ¢tel,Switzerland,2026,THE,628,42.9044999999999
The Catholic University of Korea (CUK),South Korea,2026,THE,629,42.858
Mahidol University,Thailand,2026,THE,630,42.797
Bilkent University,Turkey,2026,THE,631,42.7829999999999
University of Canterbury,New Zealand,2026,THE,632,42.7575
Graz University of Technology,Austria,2026,THE,633,42.6604999999999
Nanjing Forestry University,China,2026,THE,634,42.6525
Ã‰cole Nationale des Travaux Publics de l'Ã‰tat (ENTPE),France,2026,THE,635,42.6475
TU Braunschweig,Germany,2026,THE,636,42.6445
University of Klagenfurt,Austria,2026,THE,637,42.6369999999999
Hiroshima University,Japan,2026,THE,638,42.6219999999999
The University of Jordan,Jordan,2026,THE,639,42.6115
Ã–rebro University,Sweden,2026,THE,640,42.5915
University of North Carolina at Charlotte,United States,2026,THE,641,42.5565
University of Granada,Spain,2026,THE,642,42.5495
University of Alaska Fairbanks,United States,2026,THE,643,42.519
Auburn University,United States,2026,THE,644,42.5055
Universiti Pendidikan Sultan Idris,Malaysia,2026,THE,645,42.4999999999999
University of Lincoln,United Kingdom,2026,THE,646,42.4539999999999
"University of Nevada, Las Vegas",United States,2026,THE,647,42.452
University of Mons,Belgium,2026,THE,648,42.4409999999999
University of Crete,Greece,2026,THE,649,42.3925
Ulster University,United Kingdom,2026,THE,650,42.345
Universiti Malaysia Pahang Al-Sultan Abdullah (UMPSA),Malaysia,2026,THE,651,42.326
UniversitÃ© CÃ´te d'Azur,France,2026,THE,652,42.3194999999999
University of Tabriz,Iran,2026,THE,653,42.3005
University of Calabria,Italy,2026,THE,654,42.299
Babol Noshirvani University of Technology,Iran,2026,THE,655,42.275
University of Lâ€™Aquila,Italy,2026,THE,656,42.2469999999999
East China University of Science and Technology,China,2026,THE,657,42.1849999999999
COMSATS University Islamabad,Pakistan,2026,THE,658,42.1595
Concordia University,Canada,2026,THE,659,42.1419999999999
Egypt-Japan University of Science and Technology (E-JUST),Egypt,2026,THE,660,42.132
Management & Science University (MSU),Malaysia,2026,THE,661,42.1275
"Amity University, Noida",India,2026,THE,662,42.127
University of Minho,Portugal,2026,THE,663,42.1055
Isfahan University of Technology,Iran,2026,THE,664,42.0945
Panjab University,India,2026,THE,665,42.09
University of Udine,Italy,2026,THE,666,41.9795
Jiangnan University,China,2026,THE,667,41.9615
Tomsk State University,Russian Federation,2026,THE,668,41.9429999999999
UiT The Arctic University of Norway,Norway,2026,THE,669,41.9385
Universitat PolitÃ¨cnica de Catalunya,Spain,2026,THE,670,41.9124999999999
Majmaah University,Saudi Arabia,2026,THE,671,41.899
Tallinn University of Technology,Estonia,2026,THE,672,41.898
Universiti Tenaga Nasional (UNITEN),Malaysia,2026,THE,673,41.888
Edinburgh Napier University,United Kingdom,2026,THE,674,41.886
ISCTE-University Institute of Lisbon,Portugal,2026,THE,675,41.878
University of Lille,France,2026,THE,676,41.8105
Dhofar University,Oman,2026,THE,677,41.8025
Oklahoma State University,United States,2026,THE,678,41.7874999999999
Ocean University of China,China,2026,THE,679,41.7865
"UEES, Espiritu Santo University",Ecuador,2026,THE,680,41.7715
University of Cagliari,Italy,2026,THE,681,41.7665
Claude Bernard University Lyon 1,France,2026,THE,682,41.72
Nantes UniversitÃ©,France,2026,THE,683,41.7185
Sukkur IBA University,Pakistan,2026,THE,684,41.7044999999999
Coventry University,United Kingdom,2026,THE,685,41.677
Aberystwyth University,United Kingdom,2026,THE,686,41.66
Toronto Metropolitan University,Canada,2026,THE,687,41.6279999999999
Amedeo Avogadro University of Eastern Piedmont,Italy,2026,THE,688,41.6249999999999
Symbiosis International University,India,2026,THE,689,41.613
Paderborn University,Germany,2026,THE,690,41.5835
Manipal Academy of Higher Education,India,2026,THE,691,41.5795
Thapar Institute of Engineering and Technology,India,2026,THE,692,41.5709999999999
Zhejiang Normal University,China,2026,THE,693,41.5545
Central University of Punjab,India,2026,THE,694,41.5404999999999
Duy Tan University,Vietnam,2026,THE,695,41.532
Harokopio University of Athens,Greece,2026,THE,696,41.5145
Masaryk University,Czechia,2026,THE,697,41.4989999999999
Nanjing University of Aeronautics and Astronautics,China,2026,THE,698,41.4785
University of Tuscia,Italy,2026,THE,699,41.477
King Faisal University,Saudi Arabia,2026,THE,700,41.45
Lorestan University of Medical Sciences,Iran,2026,THE,701,41.4385
National Research Nuclear University MEPhI,Russian Federation,2026,THE,702,41.4345
Iran University of Medical Sciences,Iran,2026,THE,703,41.4344999999999
Xidian University,China,2026,THE,704,41.434
The University of Texas at San Antonio,United States,2026,THE,705,41.4225
University of New Brunswick UNB,Canada,2026,THE,706,41.421
Golestan University,Iran,2026,THE,707,41.3454999999999
Shiraz University of Medical Sciences,Iran,2026,THE,708,41.312
University of Insubria,Italy,2026,THE,709,41.306
"University of Maryland, Baltimore County",United States,2026,THE,710,41.2795
TecnolÃ³gico de Monterrey,Mexico,2026,THE,711,41.0834999999999
Indian Institute of Technology Patna,India,2026,THE,712,41.061
London South Bank University,United Kingdom,2026,THE,713,41.0239999999999
Rovira i Virgili University,Spain,2026,THE,714,40.9679999999999
Bar-Ilan University,Israel,2026,THE,715,40.939
University of Hertfordshire,United Kingdom,2026,THE,716,40.8465
Chitkara University,India,2026,THE,717,40.8105
Cyprus International University,Northern Cyprus,2026,THE,718,40.8025
Urmia University of Medical Sciences,Iran,2026,THE,719,40.7795
Yarmouk University,Jordan,2026,THE,720,40.7555
Worcester Polytechnic Institute,United States,2026,THE,721,40.711
Obuda University,Hungary,2026,THE,722,40.6819999999999
Federal University of Rio de Janeiro,Brazil,2026,THE,723,40.681
University of Beira Interior,Portugal,2026,THE,724,40.655
University of the West of Scotland,United Kingdom,2026,THE,725,40.6265
Ã‰cole des Mines de Saint-Ã‰tienne,France,2026,THE,726,40.6164999999999
Kadir Has University,Turkey,2026,THE,727,40.5655
Kobe University,Japan,2026,THE,728,40.556
Air University,Pakistan,2026,THE,729,40.54
Jouf University,Saudi Arabia,2026,THE,730,40.5015
Malaviya National Institute of Technology,India,2026,THE,731,40.4325
SRUC (Scotlandâ€™s Rural College),United Kingdom,2026,THE,732,40.4
Louisiana State University,United States,2026,THE,733,40.3665
University of the Basque Country,Spain,2026,THE,734,40.3505
Shahid Beheshti University of Medical Sciences,Iran,2026,THE,735,40.3339999999999
New Mexico State University (Main campus),United States,2026,THE,736,40.317
Mississippi State University,United States,2026,THE,737,40.3109999999999
Ben-Gurion University of the Negev,Israel,2026,THE,738,40.3075
Qingdao University,China,2026,THE,739,40.2955
Paris Lodron UniversitÃ¤t Salzburg,Austria,2026,THE,740,40.282
University of Aveiro,Portugal,2026,THE,741,40.2814999999999
South China Normal University,China,2026,THE,742,40.2795
Capital Medical University,China,2026,THE,743,40.2615
Yuan Ze University,Taiwan,2026,THE,744,40.2605
Universidade Estadual Paulista (Unesp),Brazil,2026,THE,745,40.249
University of Bari Aldo Moro,Italy,2026,THE,746,40.2435
UWE Bristol (University of the West of England),United Kingdom,2026,THE,747,40.228
Otto von Guericke University of Magdeburg,Germany,2026,THE,748,40.218
Guangdong University of Technology,China,2026,THE,749,40.2164999999999
Government College University Faisalabad,Pakistan,2026,THE,750,40.1685
De Montfort University,United Kingdom,2026,THE,751,40.111
London Metropolitan University,United Kingdom,2026,THE,752,40.1084999999999
University of the Western Cape,South Africa,2026,THE,753,40.0635
Xiâ€™an Jiaotong-Liverpool University,China,2026,THE,754,40.0455
Polytechnic University of Valencia,Spain,2026,THE,755,40.0085
Texas Tech University,United States,2026,THE,756,39.9905
American University,United States,2026,THE,757,39.9395
Universiti Teknologi Brunei,Brunei Darussalam,2026,THE,758,39.908
SUNY Binghamton University,United States,2026,THE,759,39.8964999999999
Teesside University,United Kingdom,2026,THE,760,39.8785
Keio University,Japan,2026,THE,761,39.875
Isfahan University of Medical Sciences,Iran,2026,THE,762,39.8685
Eastern Mediterranean University,Northern Cyprus,2026,THE,763,39.8354999999999
Ton Duc Thang University,Vietnam,2026,THE,764,39.782
Czech University of Life Sciences Prague (CZU),Czechia,2026,THE,765,39.729
City University of Macau,Macao,2026,THE,766,39.7235
University of Haâ€™il,Saudi Arabia,2026,THE,767,39.7004999999999
The University of Aizu,Japan,2026,THE,768,39.6874999999999
University of Parma,Italy,2026,THE,769,39.6584999999999
University of Warsaw,Poland,2026,THE,770,39.6505
VIT University,India,2026,THE,771,39.6385
Parthenope University of Naples,Italy,2026,THE,772,39.6345
Sharda University,India,2026,THE,773,39.6299999999999
Babol University of Medical Sciences,Iran,2026,THE,774,39.6225
Charles Sturt University,Australia,2026,THE,775,39.6219999999999
National Sun Yat-Sen University,Taiwan,2026,THE,776,39.614
University of Santiago de Compostela,Spain,2026,THE,777,39.613
National Institute of Technology Rourkela,India,2026,THE,778,39.6069999999999
University of Texas at Arlington,United States,2026,THE,779,39.556
University of Tabuk,Saudi Arabia,2026,THE,780,39.551
Kansas State University,United States,2026,THE,781,39.5015
Taif University,Saudi Arabia,2026,THE,782,39.4995
"International Institute of Information Technology, Hyderabad",India,2026,THE,783,39.483
Bahauddin Zakariya University,Pakistan,2026,THE,784,39.461
Harbin Engineering University,China,2026,THE,785,39.4575
University of Brighton,United Kingdom,2026,THE,786,39.4359999999999
Jazan University,Saudi Arabia,2026,THE,787,39.4199999999999
University of Rennes 1,France,2026,THE,788,39.4034999999999
University of Toledo,United States,2026,THE,789,39.3819999999999
YÄ±ldÄ±z Technical University,Turkey,2026,THE,790,39.357
Rochester Institute of Technology,United States,2026,THE,791,39.3374999999999
University of Lahore,Pakistan,2026,THE,792,39.297
University of Derby,United Kingdom,2026,THE,793,39.293
Nanjing Tech University,China,2026,THE,794,39.2609999999999
American University in Cairo,Egypt,2026,THE,795,39.249
Universidade Federal do Rio Grande do Sul,Brazil,2026,THE,796,39.2215
Kafrelsheikh University,Egypt,2026,THE,797,39.1669999999999
Alborz University of Medical Sciences,Iran,2026,THE,798,39.1239999999999
Beirut Arab University,Lebanon,2026,THE,799,39.079
"University of Veterinary and Animal Sciences, Lahore",Pakistan,2026,THE,800,39.053
Qazvin University of Medical Sciences,Iran,2026,THE,801,39.0375
University of Delhi,India,2026,THE,802,39.0049999999999
Ohio University (Main campus),United States,2026,THE,803,38.992
Isra University (Jordan),Jordan,2026,THE,804,38.974
Chang Gung University,Taiwan,2026,THE,805,38.972
Bharathiar University,India,2026,THE,806,38.9675
Baylor University,United States,2026,THE,807,38.9465
Qassim University,Saudi Arabia,2026,THE,808,38.9424999999999
Fuzhou University,China,2026,THE,809,38.9024999999999
"University of Engineering and Technology, Taxila",Pakistan,2026,THE,810,38.9009999999999
Kurdistan University of Medical Sciences,Iran,2026,THE,811,38.885
William & Mary,United States,2026,THE,812,38.8835
Northeast Agricultural University,China,2026,THE,813,38.876
Pontifical Catholic University of Rio de Janeiro (PUC-Rio),Brazil,2026,THE,814,38.8495
JÃ¶nkÃ¶ping University,Sweden,2026,THE,815,38.8384999999999
Future University in Egypt,Egypt,2026,THE,816,38.7529999999999
Birjand University of Medical Sciences,Iran,2026,THE,817,38.692
"Birla Institute of Technology and Science, Pilani",India,2026,THE,818,38.69
Oxford Brookes University,United Kingdom,2026,THE,819,38.6359999999999
Shahroud University of Medical Sciences,Iran,2026,THE,820,38.5915
Jawaharlal Nehru University,India,2026,THE,821,38.5834999999999
Leeds Beckett University,United Kingdom,2026,THE,822,38.5725
National Technical University of Athens,Greece,2026,THE,823,38.5325
Jordan University of Science and Technology,Jordan,2026,THE,824,38.5284999999999
RUDN University,Russian Federation,2026,THE,825,38.509
Kerman University of Medical Sciences,Iran,2026,THE,826,38.4924999999999
University of JaÃ©n,Spain,2026,THE,827,38.4864999999999
Robert Gordon University,United Kingdom,2026,THE,828,38.43
Rafsanjan University of Medical Sciences,Iran,2026,THE,829,38.337
PanthÃ©on-Sorbonne University â€“ Paris 1,France,2026,THE,830,38.3325
Abdul Wali Khan University Mardan,Pakistan,2026,THE,831,38.3315
National Autonomous University of Mexico,Mexico,2026,THE,832,38.3165
Cankaya University,Turkey,2026,THE,833,38.2315
Urmia University,Iran,2026,THE,834,38.225
University of Tunis El Manar,Tunisia,2026,THE,835,38.1955
Southwest Jiaotong University,China,2026,THE,836,38.1925
Northeast Normal University,China,2026,THE,837,38.179
Southern Illinois University Carbondale,United States,2026,THE,838,38.1699999999999
Nanjing Normal University,China,2026,THE,839,38.1675
Nanjing Medical University,China,2026,THE,840,38.1605
University of Seville,Spain,2026,THE,841,38.1474999999999
University of Namur,Belgium,2026,THE,842,38.14
Istanbul Medipol University,Turkey,2026,THE,843,38.1374999999999
King Saud bin Abdulaziz University for Health Sciences,Saudi Arabia,2026,THE,844,38.136
University of Management and Technology,Pakistan,2026,THE,845,38.079
Cairo University,Egypt,2026,THE,846,38.036
Guru Gobind Singh Indraprastha University,India,2026,THE,847,38.028
University of Indonesia,Indonesia,2026,THE,848,38.0234999999999
National Institute of Applied Sciences of Lyon (INSA Lyon),France,2026,THE,849,38.0195
Guilan University of Medical Sciences,Iran,2026,THE,850,38.0085
University of Salford,United Kingdom,2026,THE,851,38.007
Empress Catherine II Saint Petersburg Mining University,Russian Federation,2026,THE,852,37.9965
University of Malakand,Pakistan,2026,THE,853,37.9795
European University Cyprus,Cyprus,2026,THE,854,37.9584999999999
National University of Science and Technology (MISiS),Russian Federation,2026,THE,855,37.9115
University of Rhode Island,United States,2026,THE,856,37.9
Najran University,Saudi Arabia,2026,THE,857,37.865
University of Ljubljana,Slovenia,2026,THE,858,37.862
ReykjavÃ­k University,Iceland,2026,THE,859,37.8349999999999
